order_id,customer_id,order_date,region,product_category,price,quantity,coupon_code,revenue
465,212,2024-09-07,South,Clothing,218.92,1,,218.92
466,284,2024-09-24,North,Clothing,261.85,1,WELCOME10,261.85
467,148,2024-11-18,East,Books,73.83,3,,221.49
468,80,2024-05-29,East,Electronics,122.98,3,,368.94
469,215,2024-03-22,East,Clothing,255.38,4,,1021.52
470,12,2024-05-02,West,Clothing,24.18,3,WELCOME10,72.53999999999999
471,230,2024-04-04,West,Home,34.26,3,,102.78
472,94,2024-07-08,West,Electronics,130.09,4,,520.36
473,272,2024-03-26,South,Books,106.28,2,,212.56
474,180,2024-08-31,West,Electronics,9.04,1,SPRING20,9.04
475,46,2024-03-01,West,Books,50.29,1,SPRING20,50.29
476,151,2024-08-15,South,Books,167.74,3,WELCOME10,503.22
477,110,2024-08-31,North,Clothing,146.64,1,WELCOME10,146.64
478,104,2024-12-20,East,Home,216.39,4,,865.56
479,169,2024-12-13,West,Electronics,148.68,1,SPRING20,148.68
480,173,2024-07-21,North,Electronics,180.63,2,,361.26
481,274,2024-05-16,East,Clothing,158.62,4,,634.48
482,89,2024-07-22,West,Electronics,21.66,2,WELCOME10,43.32
483,231,2024-07-28,South,Books,65.51,3,,196.53000000000003
484,241,2024-06-04,South,Books,47.99,1,WELCOME10,47.99
485,83,2024-06-13,West,Electronics,85.2,4,,340.8
486,15,2024-04-02,East,Electronics,52.35,2,SPRING20,104.7
487,165,2024-03-25,South,Electronics,39.86,4,,159.44
488,27,2024-10-26,South,Home,55.8,2,,111.6
489,23,2024-08-15,South,Clothing,143.55,4,SPRING20,574.2
490,291,2024-09-21,East,Home,71.16,2,,142.32
491,22,2024-07-02,East,Books,195.74,4,,782.96
492,197,2024-05-25,South,Clothing,19.63,2,,39.26
493,177,2024-04-20,South,Home,121.13,2,SPRING20,242.26
494,119,2024-03-01,South,Clothing,29.41,1,WELCOME10,29.41
495,147,2024-06-09,West,Books,44.15,2,WELCOME10,88.3
496,140,2024-12-20,North,Home,20.7,4,,82.8
497,140,2024-12-05,North,Books,166.95,1,,166.95
498,69,2024-06-04,North,Books,154.08,3,WELCOME10,462.24
499,174,2024-02-20,East,Home,17.58,2,,35.16
500,193,2024-12-02,West,Electronics,50.09,3,,150.27
501,90,2024-08-07,East,Clothing,155.58,2,,311.16
502,41,2024-10-09,West,Books,18.19,4,,72.76
503,264,2024-02-07,South,Home,57.96,3,,173.88
504,264,2024-07-03,North,Home,54.92,3,,164.76
505,247,2024-06-17,West,Clothing,53.14,3,,159.42000000000002
506,290,2024-06-15,North,Electronics,193.69,4,,774.76
507,59,2024-05-27,East,Electronics,153.22,2,WELCOME10,306.44
508,264,2024-10-27,East,Clothing,19.74,4,,78.96
509,163,2024-05-28,South,Electronics,63.68,3,,191.04
510,133,2024-03-04,West,Electronics,96.37,1,,96.37
511,119,2024-05-29,South,Books,210.96,1,,210.96
512,179,2024-11-17,South,Books,185.51,1,,185.51
513,77,2024-08-08,South,Clothing,46.67,2,,93.34
514,255,2024-05-26,West,Home,32.73,4,,130.92
515,115,2024-03-09,South,Clothing,70.29,3,,210.87
516,93,2024-05-05,South,Electronics,37.52,1,WELCOME10,37.52
517,221,2024-11-30,South,Electronics,117.79,3,,353.37
518,240,2024-02-29,South,Books,89.16,1,,89.16
519,154,2024-07-03,South,Home,22.07,3,,66.21000000000001
520,248,2024-10-27,North,Books,34.35,3,,103.05000000000001
521,2,2024-10-22,South,Books,64.79,1,WELCOME10,64.79
522,270,2024-09-11,South,Clothing,137.39,1,,137.39
523,117,2024-08-26,North,Electronics,10.34,1,SPRING20,10.34
524,39,2024-03-02,North,Clothing,9.64,3,,28.92
525,214,2024-10-15,East,Electronics,9.33,2,WELCOME10,18.66
526,167,2024-11-19,West,Clothing,38.81,4,,155.24
527,162,2024-11-05,South,Clothing,25.41,1,WELCOME10,25.41
528,258,2024-07-09,South,Clothing,25.6,3,,76.80000000000001
529,246,2024-11-27,West,Home,51.16,3,SPRING20,153.48
530,114,2024-05-16,West,Home,102.08,4,,408.32
531,115,2024-10-17,South,Home,52.02,3,,156.06
532,295,2024-02-03,North,Home,11.26,4,,45.04
533,29,2024-08-08,West,Home,13.53,1,,13.53
534,204,2024-01-26,West,Electronics,43.93,3,,131.79
535,115,2024-03-08,South,Home,58.04,3,WELCOME10,174.12
536,32,2024-01-02,East,Books,76.73,2,,153.46
537,180,2024-08-27,East,Home,107.34,4,,429.36
538,67,2024-12-11,North,Books,15.11,2,,30.22
539,262,2024-10-10,North,Clothing,17.02,1,,17.02
540,1,2024-05-01,North,Home,48.76,1,WELCOME10,48.76
541,281,2024-09-09,North,Electronics,116.08,3,,348.24
542,145,2024-11-29,North,Home,59.14,1,,59.14
543,225,2024-09-23,West,Home,158.05,3,,474.15000000000003
544,298,2024-05-24,North,Books,6.95,1,SPRING20,6.95
545,153,2024-03-20,East,Home,12.58,2,WELCOME10,25.16
546,278,2024-11-28,West,Home,17.16,1,,17.16
547,47,2024-08-13,East,Clothing,277.53,4,SPRING20,1110.12
548,292,2024-05-08,North,Clothing,70.85,4,,283.4
549,69,2024-06-07,West,Home,39.63,2,SPRING20,79.26
550,33,2024-09-16,West,Electronics,126.41,2,,252.82
551,250,2024-07-11,North,Electronics,58.98,1,,58.98
552,46,2024-10-21,West,Home,108.99,3,WELCOME10,326.96999999999997
553,58,2024-05-02,South,Books,64.24,4,WELCOME10,256.96
554,154,2024-03-08,North,Clothing,113.35,4,,453.4
555,289,2024-06-07,East,Clothing,62.74,2,SPRING20,125.48
556,34,2024-10-04,West,Home,51.32,3,,153.96
557,135,2024-01-27,East,Clothing,36.91,3,,110.72999999999999
558,194,2024-12-17,East,Clothing,12.27,2,,24.54
559,32,2024-01-11,West,Books,257.0,3,,771.0
560,252,2024-11-21,East,Electronics,24.77,4,,99.08
561,142,2024-02-06,West,Electronics,30.0,2,,60.0
562,128,2024-05-17,West,Books,762.13,3,,2286.39
563,144,2024-08-26,North,Clothing,94.1,3,,282.29999999999995
564,286,2024-08-19,South,Clothing,175.66,1,WELCOME10,175.66
565,67,2024-02-25,North,Clothing,14.28,2,,28.56
566,240,2024-04-19,South,Electronics,6.47,1,,6.47
567,62,2024-03-10,South,Electronics,29.18,3,,87.53999999999999
568,212,2024-09-23,West,Clothing,125.51,4,SPRING20,502.04
569,97,2024-09-01,East,Books,31.65,1,,31.65
570,59,2024-09-16,South,Electronics,63.5,1,SPRING20,63.5
571,233,2024-02-09,North,Books,196.36,1,,196.36
572,287,2024-02-07,North,Home,122.25,1,WELCOME10,122.25
573,186,2024-05-24,East,Books,183.53,4,WELCOME10,734.12
574,97,2024-10-08,East,Home,19.99,2,WELCOME10,39.98
575,298,2024-08-23,West,Books,80.05,2,WELCOME10,160.1
576,277,2024-10-29,North,Home,37.88,3,,113.64000000000001
577,41,2024-05-08,North,Electronics,36.25,3,SPRING20,108.75
578,111,2024-02-25,West,Clothing,5.09,4,,20.36
579,133,2024-11-07,South,Home,10.49,3,,31.47
580,266,2024-06-29,West,Books,41.88,2,SPRING20,83.76
581,125,2024-07-25,West,Clothing,103.2,2,,206.4
582,219,2024-08-13,East,Electronics,20.58,3,,61.739999999999995
583,75,2024-08-26,South,Electronics,179.84,4,,719.36
584,150,2024-11-05,West,Electronics,157.45,2,WELCOME10,314.9
585,247,2024-09-09,East,Home,60.55,4,WELCOME10,242.2
586,167,2024-01-01,North,Books,133.21,1,,133.21
587,294,2024-05-22,North,Books,42.71,1,WELCOME10,42.71
588,44,2024-09-11,West,Home,99.9,2,,199.8
589,104,2024-11-12,West,Clothing,205.12,2,,410.24
590,34,2024-11-18,West,Books,26.04,3,WELCOME10,78.12
591,96,2024-04-09,West,Books,34.18,4,,136.72
592,200,2024-12-17,South,Books,65.5,4,WELCOME10,262.0
593,70,2024-10-22,South,Electronics,122.76,2,,245.52
594,199,2024-03-12,North,Home,38.32,2,,76.64
595,24,2024-09-20,North,Clothing,29.12,2,,58.24
596,215,2024-05-24,East,Books,54.29,3,,162.87
597,107,2024-07-08,North,Clothing,406.84,3,,1220.52
598,40,2024-03-10,East,Electronics,73.81,3,SPRING20,221.43
599,32,2024-06-27,South,Clothing,77.39,2,,154.78
600,294,2024-02-28,West,Electronics,48.34,3,WELCOME10,145.02
601,39,2024-04-25,North,Clothing,32.82,1,,32.82
602,185,2024-12-26,North,Books,19.68,2,WELCOME10,39.36
603,67,2024-03-18,South,Electronics,50.64,1,SPRING20,50.64
604,267,2024-08-17,West,Home,20.54,2,,41.08
605,17,2024-01-12,West,Home,173.68,2,,347.36
606,287,2024-03-20,West,Home,241.98,3,,725.9399999999999
607,188,2024-08-11,East,Books,42.83,4,,171.32
608,54,2024-04-20,North,Clothing,20.06,2,WELCOME10,40.12
609,122,2024-09-19,West,Books,69.25,2,SPRING20,138.5
610,241,2024-04-16,South,Clothing,112.9,2,SPRING20,225.8
611,244,2024-07-16,East,Home,31.45,3,,94.35
612,175,2024-09-07,West,Books,74.58,3,WELCOME10,223.74
613,156,2024-08-01,West,Electronics,7.13,1,,7.13
614,162,2024-12-29,North,Books,41.21,4,,164.84
615,69,2024-06-21,East,Home,54.69,2,,109.38
616,40,2024-07-17,East,Clothing,80.05,1,SPRING20,80.05
617,34,2024-11-24,West,Books,9.68,3,,29.04
618,271,2024-12-04,South,Clothing,33.84,1,WELCOME10,33.84
619,78,2024-09-20,East,Electronics,144.44,3,SPRING20,433.32
620,62,2024-12-04,East,Books,146.62,1,,146.62
621,37,2024-03-14,West,Books,18.9,2,,37.8
622,269,2024-10-29,West,Home,237.26,3,,711.78
623,283,2024-07-31,East,Home,107.54,1,,107.54
624,251,2024-12-19,South,Home,69.96,1,,69.96
625,13,2024-04-29,North,Books,141.33,2,SPRING20,282.66
626,234,2024-03-29,East,Books,8.41,1,,8.41
627,282,2024-07-23,North,Clothing,37.66,2,WELCOME10,75.32
628,230,2024-09-06,East,Books,117.07,4,SPRING20,468.28
629,170,2024-10-28,East,Home,208.66,1,,208.66
630,108,2024-06-13,East,Clothing,63.91,1,SPRING20,63.91
631,56,2024-10-20,West,Electronics,5.55,2,,11.1
632,56,2024-02-13,North,Electronics,107.35,2,,214.7
633,144,2024-07-05,North,Home,210.08,4,,840.32
634,297,2024-04-28,West,Clothing,151.28,1,WELCOME10,151.28
635,71,2024-09-14,East,Electronics,30.78,1,,30.78
636,179,2024-12-05,East,Electronics,5.85,3,,17.549999999999997
637,161,2024-06-06,South,Books,49.32,1,,49.32
638,219,2024-02-18,North,Clothing,95.4,3,WELCOME10,286.20000000000005
639,277,2024-07-02,North,Home,54.9,4,,219.6
640,39,2024-02-15,West,Electronics,149.56,1,SPRING20,149.56
641,209,2024-01-09,South,Electronics,314.32,4,WELCOME10,1257.28
642,90,2024-10-17,South,Clothing,167.1,4,,668.4
643,276,2024-01-30,West,Clothing,36.82,1,,36.82
644,65,2024-09-13,North,Books,62.21,3,,186.63
645,43,2024-07-26,East,Clothing,41.25,3,,123.75
646,98,2024-10-02,East,Home,45.26,2,,90.52
647,2,2024-09-17,West,Clothing,125.06,4,,500.24
648,90,2024-11-23,South,Electronics,68.12,4,,272.48
649,39,2024-10-23,East,Books,35.2,3,,105.60000000000001
650,19,2024-12-11,South,Home,192.63,3,,577.89
651,296,2024-10-15,South,Clothing,46.5,2,,93.0
652,128,2024-03-11,East,Clothing,137.38,4,SPRING20,549.52
653,272,2024-12-18,West,Electronics,74.6,4,,298.4
654,294,2024-09-20,West,Home,437.51,3,SPRING20,1312.53
655,165,2024-09-01,South,Electronics,51.67,4,,206.68
656,128,2024-02-08,East,Books,61.13,1,,61.13
657,239,2024-07-28,South,Electronics,20.37,3,SPRING20,61.11
658,258,2024-06-06,North,Books,64.24,4,,256.96
659,33,2024-08-18,East,Clothing,78.69,1,,78.69
660,159,2024-01-04,West,Home,96.6,4,WELCOME10,386.4
661,8,2024-06-27,South,Clothing,49.21,3,WELCOME10,147.63
662,113,2024-04-01,East,Electronics,31.54,1,WELCOME10,31.54
663,51,2024-06-26,West,Home,16.89,2,,33.78
664,179,2024-12-29,West,Electronics,243.86,3,WELCOME10,731.58
665,161,2024-02-12,South,Home,36.09,1,,36.09
666,198,2024-03-11,South,Home,6.93,3,,20.79
667,2,2024-01-09,East,Clothing,16.34,2,WELCOME10,32.68
668,98,2024-06-08,North,Electronics,17.19,4,,68.76
669,180,2024-01-26,West,Clothing,28.28,2,,56.56
670,31,2024-08-13,West,Home,53.53,3,,160.59
671,83,2024-12-30,West,Home,253.09,2,,506.18
672,178,2024-11-22,South,Home,60.09,1,SPRING20,60.09
673,224,2024-09-18,East,Books,10.9,1,,10.9
674,254,2024-04-26,South,Clothing,26.94,3,,80.82000000000001
675,19,2024-04-11,West,Books,54.19,2,SPRING20,108.38
676,175,2024-04-04,West,Clothing,132.17,2,WELCOME10,264.34
677,173,2024-01-25,East,Home,31.54,1,,31.54
678,220,2024-06-23,South,Home,46.23,1,,46.23
679,138,2024-01-21,South,Home,18.08,2,SPRING20,36.16
680,78,2024-01-23,North,Home,30.24,1,,30.24
681,152,2024-05-08,West,Books,106.75,4,,427.0
682,96,2024-01-23,East,Home,16.22,3,,48.66
683,244,2024-06-04,South,Home,59.17,4,SPRING20,236.68
684,188,2024-08-17,South,Books,156.32,3,,468.96
685,230,2024-10-08,East,Books,115.76,3,,347.28000000000003
686,126,2024-04-22,North,Electronics,142.41,3,,427.23
687,65,2024-03-05,West,Electronics,50.33,3,WELCOME10,150.99
688,130,2024-02-15,South,Clothing,342.33,4,,1369.32
689,85,2024-02-08,North,Clothing,42.89,1,,42.89
690,234,2024-07-04,West,Clothing,164.26,1,,164.26
691,69,2024-02-22,East,Electronics,47.82,3,,143.46
692,55,2024-11-04,South,Home,195.65,2,,391.3
693,26,2024-10-15,South,Home,175.35,1,,175.35
694,251,2024-07-26,North,Electronics,29.86,2,WELCOME10,59.72
695,57,2024-06-10,East,Electronics,130.06,1,,130.06
696,93,2024-02-23,West,Clothing,304.79,4,,1219.16
697,265,2024-05-20,North,Home,180.38,3,WELCOME10,541.14
698,175,2024-12-02,West,Home,33.95,4,,135.8
699,12,2024-04-28,West,Books,152.29,4,,609.16
700,137,2024-04-06,South,Books,31.76,3,,95.28
701,152,2024-02-03,West,Electronics,58.02,2,,116.04
702,218,2024-11-03,East,Home,10.94,2,,21.88
703,211,2024-07-02,South,Home,16.26,4,,65.04
704,6,2024-02-24,West,Electronics,158.95,3,,476.84999999999997
705,171,2024-04-15,North,Home,112.67,3,,338.01
706,22,2024-09-25,South,Home,49.32,3,WELCOME10,147.96
707,118,2024-12-07,East,Books,140.57,2,WELCOME10,281.14
708,74,2024-09-23,East,Home,52.34,2,,104.68
709,147,2024-03-22,West,Home,63.22,1,,63.22
710,152,2024-03-19,North,Electronics,7.39,3,,22.169999999999998
711,46,2024-09-11,East,Books,111.93,1,,111.93
712,53,2024-12-06,East,Books,132.1,4,,528.4
713,183,2024-01-30,South,Home,145.3,1,,145.3
714,169,2024-09-25,East,Home,28.94,4,,115.76
715,242,2024-03-04,South,Home,176.79,4,WELCOME10,707.16
716,279,2024-05-15,South,Electronics,59.68,4,,238.72
717,3,2024-03-11,South,Books,93.66,2,,187.32
718,215,2024-12-04,West,Books,109.22,3,,327.65999999999997
719,258,2024-11-15,East,Electronics,19.27,4,SPRING20,77.08
720,73,2024-03-05,West,Clothing,6.8,2,,13.6
721,216,2024-08-22,East,Books,87.61,3,WELCOME10,262.83
722,78,2024-11-21,South,Home,28.08,3,WELCOME10,84.24
723,49,2024-04-26,East,Electronics,101.23,1,,101.23
724,257,2024-12-10,South,Books,206.38,4,,825.52
725,43,2024-09-27,South,Clothing,126.31,1,WELCOME10,126.31
726,296,2024-07-06,North,Books,45.62,4,,182.48
727,4,2024-12-24,North,Clothing,25.97,1,,25.97
728,54,2024-08-22,West,Books,57.63,2,,115.26
729,188,2024-02-03,North,Clothing,23.16,2,,46.32
730,92,2024-10-07,West,Electronics,6.42,4,SPRING20,25.68
731,262,2024-01-04,South,Electronics,30.34,2,,60.68
732,27,2024-10-24,North,Home,350.34,1,,350.34
733,32,2024-12-25,West,Books,25.14,2,,50.28
734,12,2024-06-30,South,Home,130.03,4,,520.12
735,183,2024-12-24,South,Home,187.25,4,,749.0
736,130,2024-12-27,North,Home,15.26,3,,45.78
737,14,2024-04-06,South,Books,62.76,4,,251.04
738,60,2024-12-13,East,Clothing,35.96,3,SPRING20,107.88
739,210,2024-12-13,East,Books,10.06,4,WELCOME10,40.24
740,137,2024-03-23,East,Electronics,94.3,3,WELCOME10,282.9
741,39,2024-04-28,East,Electronics,148.2,2,SPRING20,296.4
742,6,2024-06-13,North,Home,83.79,2,,167.58
743,85,2024-12-30,West,Clothing,9.3,2,WELCOME10,18.6
744,188,2024-09-19,South,Home,7.61,3,,22.830000000000002
745,32,2024-04-25,West,Home,42.74,2,,85.48
746,8,2024-06-15,North,Clothing,27.86,3,WELCOME10,83.58
747,236,2024-08-28,South,Books,71.29,3,,213.87
748,161,2024-08-14,East,Electronics,138.76,3,WELCOME10,416.28
749,38,2024-06-08,North,Books,38.12,3,,114.35999999999999
750,176,2024-03-03,East,Clothing,49.24,3,,147.72
751,272,2024-10-30,South,Home,53.36,1,,53.36
752,53,2024-02-04,East,Electronics,35.16,3,WELCOME10,105.47999999999999
753,198,2024-11-23,North,Clothing,22.57,2,WELCOME10,45.14
754,29,2024-02-12,South,Clothing,74.8,2,,149.6
755,276,2024-03-31,East,Home,243.12,1,,243.12
756,274,2024-06-27,East,Home,9.45,3,,28.349999999999998
757,262,2024-10-05,West,Home,6.07,1,,6.07
758,238,2024-01-03,East,Home,111.16,2,,222.32
759,208,2024-12-27,North,Books,32.12,4,WELCOME10,128.48
760,255,2024-05-08,South,Electronics,44.23,3,,132.69
761,146,2024-04-02,South,Electronics,205.75,1,,205.75
762,210,2024-12-25,West,Electronics,58.8,1,,58.8
763,8,2024-09-18,North,Home,45.17,3,WELCOME10,135.51
764,18,2024-07-19,East,Books,44.95,1,SPRING20,44.95
765,243,2024-01-10,North,Books,19.53,1,SPRING20,19.53
766,87,2024-12-16,South,Electronics,44.55,4,,178.2
767,8,2024-12-19,West,Books,14.94,1,,14.94
768,286,2024-01-12,North,Home,61.67,4,WELCOME10,246.68
769,184,2024-04-08,North,Home,67.03,1,SPRING20,67.03
770,285,2024-10-23,North,Electronics,67.27,1,WELCOME10,67.27
771,44,2024-11-28,North,Home,153.6,4,,614.4
772,56,2024-03-28,West,Books,82.6,3,,247.79999999999998
773,233,2024-07-08,North,Home,165.53,4,WELCOME10,662.12
774,262,2024-12-26,South,Home,20.07,1,,20.07
775,192,2024-05-10,West,Books,35.87,4,,143.48
776,181,2024-12-04,West,Clothing,22.8,1,,22.8
777,106,2024-08-09,North,Books,72.79,3,WELCOME10,218.37
778,227,2024-08-21,East,Books,152.33,3,WELCOME10,456.99
779,166,2024-08-14,West,Electronics,15.78,2,SPRING20,31.56
780,261,2024-10-30,North,Home,89.4,2,,178.8
781,140,2024-01-30,West,Clothing,76.7,4,,306.8
782,30,2024-05-02,West,Electronics,413.19,3,,1239.57
783,179,2024-12-17,West,Electronics,5.08,1,WELCOME10,5.08
784,233,2024-03-21,North,Electronics,197.28,3,WELCOME10,591.84
785,180,2024-05-07,South,Home,50.88,1,,50.88
786,171,2024-05-09,North,Home,282.29,2,SPRING20,564.58
787,126,2024-11-27,West,Books,28.0,3,WELCOME10,84.0
788,90,2024-01-02,South,Home,653.05,1,,653.05
789,44,2024-06-29,West,Books,17.79,1,,17.79
790,255,2024-04-23,West,Books,133.81,4,,535.24
791,105,2024-11-16,West,Clothing,17.84,3,,53.519999999999996
792,96,2024-07-22,East,Books,140.9,2,WELCOME10,281.8
793,285,2024-07-25,South,Home,55.91,1,,55.91
794,65,2024-12-29,South,Clothing,161.61,4,,646.44
795,115,2024-07-09,North,Books,90.76,4,,363.04
796,215,2024-03-17,North,Books,58.43,3,WELCOME10,175.29
797,255,2024-02-18,West,Electronics,94.6,1,,94.6
798,128,2024-02-06,North,Home,18.53,1,WELCOME10,18.53
799,11,2024-02-19,West,Home,120.06,3,,360.18
800,32,2024-09-27,North,Home,10.32,3,,30.96
801,10,2024-03-14,East,Electronics,19.86,4,WELCOME10,79.44
802,104,2024-03-12,North,Home,134.96,3,,404.88
803,135,2024-10-07,North,Clothing,15.92,3,,47.76
804,159,2024-03-21,West,Electronics,83.36,1,,83.36
805,147,2024-06-29,East,Home,139.43,3,,418.29
806,141,2024-11-20,South,Books,377.76,4,,1511.04
807,75,2024-04-02,West,Home,37.72,1,,37.72
808,214,2024-04-12,East,Clothing,61.0,1,,61.0
809,54,2024-09-20,North,Books,64.69,2,,129.38
810,171,2024-07-07,West,Clothing,74.88,4,,299.52
811,135,2024-01-10,West,Home,21.47,3,WELCOME10,64.41
812,165,2024-06-11,South,Home,151.11,3,,453.33000000000004
813,188,2024-11-15,North,Books,198.1,2,,396.2
814,265,2024-11-18,West,Books,36.7,3,SPRING20,110.10000000000001
815,19,2024-09-10,West,Home,53.08,2,,106.16
816,107,2024-03-09,South,Books,20.02,2,SPRING20,40.04
817,22,2024-05-01,West,Clothing,56.94,1,,56.94
818,68,2024-05-21,West,Home,107.89,1,,107.89
819,15,2024-04-09,East,Books,9.41,1,,9.41
820,21,2024-05-08,East,Home,74.07,2,,148.14
821,266,2024-02-04,West,Clothing,8.04,1,,8.04
822,43,2024-07-17,East,Home,34.78,2,SPRING20,69.56
823,277,2024-01-17,South,Books,6.8,2,,13.6
824,78,2024-06-14,West,Electronics,25.39,4,,101.56
825,43,2024-09-30,East,Electronics,148.15,4,WELCOME10,592.6
826,292,2024-06-15,North,Electronics,130.05,3,,390.15000000000003
827,157,2024-05-07,North,Electronics,29.38,2,,58.76
828,235,2024-03-23,East,Electronics,38.3,4,,153.2
829,86,2024-01-15,North,Home,86.71,3,,260.13
830,35,2024-06-14,West,Clothing,82.79,3,,248.37
831,235,2024-09-08,East,Home,20.97,3,WELCOME10,62.91
832,221,2024-08-21,West,Books,9.06,3,,27.18
833,211,2024-06-10,North,Books,49.61,1,WELCOME10,49.61
834,287,2024-06-26,South,Electronics,43.69,4,,174.76
835,65,2024-07-24,South,Books,27.01,3,,81.03
836,206,2024-04-09,North,Books,111.64,1,WELCOME10,111.64
837,275,2024-06-08,South,Clothing,151.43,4,WELCOME10,605.72
838,167,2024-07-05,East,Clothing,69.61,4,,278.44
839,245,2024-05-04,West,Books,13.27,2,WELCOME10,26.54
840,181,2024-07-20,North,Clothing,8.02,3,,24.06
841,212,2024-11-28,East,Home,8.9,3,WELCOME10,26.700000000000003
842,26,2024-10-11,North,Books,17.19,1,,17.19
843,233,2024-11-05,East,Books,41.19,2,WELCOME10,82.38
844,70,2024-07-05,West,Home,115.52,1,,115.52
845,32,2024-08-10,South,Home,49.59,1,SPRING20,49.59
846,60,2024-09-26,East,Home,216.89,2,,433.78
847,30,2024-02-08,West,Home,57.67,2,WELCOME10,115.34
848,124,2024-04-01,East,Home,59.71,2,WELCOME10,119.42
849,33,2024-03-28,West,Electronics,99.48,4,WELCOME10,397.92
850,250,2024-05-03,North,Clothing,82.2,2,SPRING20,164.4
851,201,2024-02-29,East,Home,95.29,1,,95.29
852,69,2024-06-23,East,Home,67.95,3,,203.85000000000002
853,39,2024-11-14,East,Clothing,147.63,4,,590.52
854,98,2024-10-22,North,Clothing,9.61,4,,38.44
855,266,2024-11-23,South,Electronics,379.5,2,,759.0
856,277,2024-01-26,West,Books,92.2,4,,368.8
857,244,2024-10-15,West,Electronics,42.98,1,,42.98
858,157,2024-06-07,East,Books,23.91,4,,95.64
859,174,2024-04-26,East,Home,162.68,4,,650.72
860,93,2024-12-13,South,Electronics,104.97,4,WELCOME10,419.88
861,5,2024-06-18,West,Electronics,114.72,4,,458.88
862,208,2024-07-04,South,Electronics,93.0,2,,186.0
863,32,2024-04-26,South,Books,84.71,1,SPRING20,84.71
864,229,2024-06-22,South,Electronics,74.71,3,,224.13
865,77,2024-08-29,North,Books,136.15,2,,272.3
866,251,2024-12-07,North,Home,26.46,2,,52.92
867,295,2024-10-08,West,Home,343.54,3,,1030.6200000000001
868,84,2024-03-14,West,Electronics,11.79,4,WELCOME10,47.16
869,209,2024-07-21,South,Home,111.85,4,,447.4
870,75,2024-05-14,West,Clothing,23.29,4,WELCOME10,93.16
871,71,2024-09-15,North,Electronics,106.22,2,,212.44
872,229,2024-01-31,West,Electronics,59.42,2,,118.84
873,186,2024-03-18,North,Clothing,14.33,4,,57.32
874,287,2024-07-25,West,Home,7.38,2,,14.76
875,100,2024-12-13,North,Electronics,54.68,3,WELCOME10,164.04
876,295,2024-12-18,South,Home,5.73,2,,11.46
877,42,2024-10-25,North,Home,72.74,2,SPRING20,145.48
878,177,2024-10-01,West,Clothing,76.94,3,,230.82
879,171,2024-07-30,West,Clothing,13.1,3,,39.3
880,243,2024-08-04,East,Clothing,128.66,3,,385.98
881,151,2024-06-19,South,Clothing,172.45,4,,689.8
882,65,2024-01-25,North,Home,133.69,3,,401.07
883,190,2024-08-30,South,Home,53.68,2,,107.36
884,189,2024-05-30,East,Clothing,87.76,3,,263.28000000000003
885,97,2024-06-05,West,Electronics,44.54,4,,178.16
886,156,2024-02-23,North,Home,216.4,4,WELCOME10,865.6
887,257,2024-06-07,East,Clothing,29.34,4,WELCOME10,117.36
888,155,2024-04-13,West,Electronics,30.04,3,WELCOME10,90.12
889,277,2024-04-22,South,Books,8.9,2,,17.8
890,251,2024-08-26,South,Books,46.9,4,WELCOME10,187.6
891,27,2024-01-22,East,Home,158.38,1,,158.38
892,275,2024-06-04,West,Books,29.11,3,SPRING20,87.33
893,254,2024-05-13,South,Books,31.77,4,,127.08
894,231,2024-07-19,North,Home,20.45,4,,81.8
895,118,2024-03-23,North,Home,68.8,4,SPRING20,275.2
896,63,2024-08-26,North,Clothing,32.61,4,,130.44
897,167,2024-02-18,North,Clothing,34.23,2,,68.46
898,152,2024-08-24,East,Books,77.82,2,,155.64
899,69,2024-09-09,North,Books,8.47,3,WELCOME10,25.410000000000004
900,198,2024-12-16,East,Electronics,12.42,4,,49.68
901,190,2024-01-25,South,Electronics,217.86,4,,871.44
902,276,2024-04-16,South,Home,61.31,3,,183.93
903,248,2024-06-17,East,Clothing,234.54,3,WELCOME10,703.62
904,165,2024-08-23,South,Clothing,13.64,3,WELCOME10,40.92
905,274,2024-06-17,West,Clothing,10.34,4,,41.36
906,150,2024-06-24,East,Electronics,10.2,4,,40.8
907,206,2024-07-31,West,Electronics,16.78,3,WELCOME10,50.34
908,244,2024-12-11,West,Home,12.14,4,,48.56
909,155,2024-09-18,East,Home,78.53,1,WELCOME10,78.53
910,242,2024-08-28,North,Electronics,262.57,2,,525.14
911,9,2024-01-24,East,Clothing,204.79,3,,614.37
912,69,2024-07-15,North,Home,32.21,1,,32.21
913,83,2024-05-28,North,Clothing,233.18,2,WELCOME10,466.36
914,214,2024-05-21,North,Books,87.7,4,,350.8
915,222,2024-01-30,East,Clothing,26.64,2,,53.28
916,203,2024-06-05,East,Home,67.24,1,,67.24
917,90,2024-08-30,West,Home,43.43,2,,86.86
918,280,2024-07-01,West,Electronics,143.45,2,SPRING20,286.9
919,270,2024-07-10,East,Home,92.38,4,,369.52
920,217,2024-08-19,West,Clothing,116.35,2,,232.7
921,25,2024-03-01,North,Electronics,11.98,2,,23.96
922,250,2024-07-16,South,Home,56.94,1,,56.94
923,220,2024-07-30,East,Books,9.86,1,WELCOME10,9.86
924,122,2024-12-01,West,Clothing,26.47,4,,105.88
925,142,2024-04-10,North,Clothing,86.99,3,,260.96999999999997
926,7,2024-02-22,West,Books,30.09,4,WELCOME10,120.36
927,3,2024-04-02,West,Clothing,17.88,2,,35.76
